refund_id,order_id,refund_reason,refund_type,refund_amount,refund_method,refund_status,initiated_at,processed_at
RF0000803,O0017301,delay,partial,218.32,upi,processed,2025-06-15 13:44:43,2025-06-19 13:44:43
RF0000804,O0017304,user_cancel,partial,-1.0,cash,pending,2025-12-17 01:04:02,2025-12-22 01:04:02
RF0000805,O0017342,delay,partial,330.21,cash,processed,2025-02-06 11:02:48,2025-02-08 11:02:48
RF0000806,O0017345,user_cancel,partial,511.11,card,pending,2022-07-30 16:59:23,2022-08-01 16:59:23
RF0000807,O0017354,user_cancel ,partial,134.83,cash,processed,2025-01-18 19:11:55,2025-01-20 19:11:55
RF0000808,O0017386,user_cancel,full,1166.0,upi,processed,2023-12-28 05:17:35,2024-01-02 05:17:35
RF0000809,O0017422,restaurant_issue,full,265.0,cash,processed,2023-10-05 20:35:35,2023-10-09 20:35:35
RF0000810,O0017456,user_cancel,full,145.0,cash,processed,2025-05-11 13:57:15,2025-05-15 13:57:15
RF0000811,O0017463,user_cancel,partial,538.82,upi,processed,2025-11-14 01:44:32,2025-11-17 01:44:32
RF0000812,O0017464,restaurant_issue ,partial,591.73,cash,pending,2025-05-15 22:51:42,2025-05-16 22:51:42
RF0000813,O0017469,delay,full,336.0,cash,processed,2025-06-11 11:41:18,2025-06-12 11:41:18
RF0000814,O0017475,restaurant_issue,full,279.0,wallet,processed,2024-05-18 08:00:50,2024-05-22 08:00:50
RF0000815,O0017531,user_cancel ,partial,355.0,upi,processed,2025-01-16 21:18:09,2025-01-18 21:18:09
RF0000816,O0017540,restaurant_issue ,partial,563.37,cash,pending,2024-11-02 14:50:50,2024-11-07 14:50:50
RF0000817,O0017546,delay,partial,539.43,,processed,2022-03-20 02:51:28,2022-03-25 02:51:28
RF0000818,O0017571,user_cancel,partial,488.26,cash,processed,2023-01-22 12:13:38,2023-01-23 12:13:38
RF0000819,O0017574,user_cancel,partial,404.48,upi,processed,2025-10-29 16:09:39,2025-11-01 16:09:39
RF0000820,O0017577,delay,partial,434.1,wallet,failed,2022-06-10 08:32:25,2022-06-11 08:32:25
RF0000821,O0017584,restaurant_issue,partial,260.06,wallet,processed,2025-08-10 05:29:04,2025-08-12 05:29:04
RF0000822,O0017629,restaurant_issue,partial,505.26,upi,processed,2024-05-17 18:54:26,2024-05-18 18:54:26
RF0000823,O0017656,restaurant_issue,partial,1070.82,upi,processed,2022-10-19 13:35:55,2022-10-21 13:35:55
RF0000824,O0017709,restaurant_issue,full,414.0,upi,failed,2025-12-08 05:23:06,2025-12-11 05:23:06
RF0000825,O0017711,restaurant_issue,partial,910.02,cash,processed,2022-11-17 01:18:28,2022-11-21 01:18:28
RF0000826,O0017732,delay,full,192.0,card!!!,processed,2024-01-05 12:28:13,2024-01-06 12:28:13
RF0000827,O0017736,restaurant_issue,partial,1024.98,,processed,2024-04-19 12:12:33,2024-04-24 12:12:33
RF0000828,O0017794,user_cancel,full,706.0,wallet,processed,2022-02-27 13:35:07,2022-03-02 13:35:07
RF0000829,O0017810,user_cancel,partial,451.9,wallet,processed,2025-10-17 01:40:37,2025-10-21 01:40:37
RF0000830,O0017821,delay,partial,408.75,cash,processed,2023-05-08 16:22:49,2023-05-12 16:22:49
RF0000831,O0017835,restaurant_issue,full,461.0,card,processed!!!,2023-07-26 16:04:28,2023-07-31 16:04:28
RF0000832,O0017870,delay,partial,944.53,card,processed,2024-03-28 03:17:41,2024-04-01 03:17:41
RF0000833,O0017882,restaurant_issue ,full,898.0,upi,processed,2023-08-28 14:21:13,2023-08-29 14:21:13
RF0000834,O0017927,delay,partial,628.06,wallet,processed,2025-03-31 11:35:03,2025-04-04 11:35:03
RF0000835,O0017932,delay,partial,449.8,cash,processed,2021-12-17 19:08:14,2021-12-22 19:08:14
RF0000836,O0017934,user_cancel,full,850.0,upi,processed,2022-11-09 12:55:25,2022-11-11 12:55:25
RF0000837,O0017954,restaurant_issue,full,524.0,wallet,processed,2025-02-25 07:23:03,2025-02-28 07:23:03
RF0000838,O0018053,restaurant_issue,partial,1283.51,upi,processed,2025-08-21 11:14:25,2025-08-22 11:14:25
RF0000839,O0018115,user_cancel,full,1950.0,cash,processed,2025-09-22 22:09:24,2025-09-25 22:09:24
RF0000840,O0018137,restaurant_issue,partial,203.24,card,processed,2024-05-18 11:11:21,2024-05-21 11:11:21
RF0000841,O0018153,restaurant_issue,partial,775.7,upi,failed,2025-08-15 05:53:35,2025-08-19 05:53:35
RF0000842,O0018170,user_cancel,full,651.0,wallet,processed,2025-04-09 22:56:33,2025-04-10 22:56:33
RF0000843,O0018204,restaurant_issue,partial,445.3,card,processed,2025-04-03 01:29:26,2025-04-05 01:29:26
RF0000844,O0018235,delay,full,526.0,upi,processed,2025-12-18 04:43:28,2025-12-22 04:43:28
RF0000845,O0018246,delay,partial,262.08,wallet,processed,2025-09-08 02:04:17,2025-09-11 02:04:17
RF0000846,O0018302,user_cancel,full,293.0,cash,processed,2025-10-14 04:58:20,2025-10-18 04:58:20
RF0000847,O0018310,restaurant_issue,full,658.0,cash,processed,2024-12-15 08:16:43,2024-12-16 08:16:43
RF0000848,O0018324,delay,full,1901.0,card,pending,2023-11-29 05:11:56,2023-12-02 05:11:56
RF0000849,O0018325,restaurant_issue,partial,797.09,cash,processed,2025-05-17 04:14:07,2025-05-21 04:14:07
RF0000850,O0018339,delay,full,879.0,cash,processed,2023-01-10 18:40:07,2023-01-11 18:40:07
RF0000851,O0018344,user_cancel,partial,121.84,cash,processed,2025-08-06 19:21:45,2025-08-07 19:21:45
RF0000852,O0018386,user_cancel,full,1269.0,wallet,failed,2024-10-25 15:21:51,2024-10-27 15:21:51
RF0000853,O0018390,user_cancel,full,854.0,cash,processed,2024-12-04 17:24:45,2024-12-06 17:24:45
RF0000854,O0018397,user_cancel,partial,549.59,card,processed,2024-04-18 21:39:13,2024-04-19 21:39:13
RF0000855,O0018429,delay,partial,398.1,card,processed,2025-06-15 08:32:40,2025-06-19 08:32:40
RF0000856,O0018475,restaurant_issue,partial,889.15,card,processed,2024-02-22 10:22:44,2024-02-24 10:22:44
RF0000857,O0018478,delay,full,784.0,card,processed,2025-02-14 00:53:26,2025-02-17 00:53:26
RF0000858,O0018519,restaurant_issue,partial,-1.0,upi,processed,2025-10-27 11:20:01,2025-10-30 11:20:01
RF0000859,O0018553,delay,full,1142.0,upi!!!,processed,2025-01-12 16:53:59,2025-01-15 16:53:59
RF0000860,O0018566,restaurant_issue,partial,737.73,card,pending,2024-01-15 16:04:34,2024-01-18 16:04:34
RF0000861,O0018614,delay,partial,253.99,wallet,processed,2025-12-15 14:55:11,2025-12-16 14:55:11
RF0000862,O0018627,delay ,partial,1194.16,cash,processed,2025-07-08 01:20:22,2025-07-12 01:20:22
RF0000863,O0018637,restaurant_issue,partial,442.97,wallet,processed,2024-11-26 16:43:33,2024-11-29 16:43:33
RF0000864,O0018641,user_cancel,partial,197.43,upi,processed,2022-12-16 22:07:52,2022-12-20 22:07:52
RF0000865,O0018645,delay,full,918.0,card,processed,2025-12-03 10:35:59,2025-12-05 10:35:59
RF0000866,O0018650,delay,partial,95.39,upi,processed,2022-09-04 22:42:22,2022-09-05 22:42:22
RF0000867,O0018766,user_cancel ,full,1021.0,upi,pending,2024-01-13 03:46:04,2024-01-16 03:46:04
RF0000868,O0018792,restaurant_issue,full,952.0,cash,processed,2024-11-25 17:25:53,2024-11-26 17:25:53
RF0000869,O0018861,user_cancel,full,592.0,card,processed,2025-08-02 19:21:25,2025-08-06 19:21:25
RF0000870,O0018864,delay,partial,208.68,upi!!!,processed,2025-10-21 22:10:24,2025-10-25 22:10:24
RF0000871,O0018899,restaurant_issue,full,884.0,upi,processed,2025-01-05 22:31:01,2025-01-09 22:31:01
RF0000872,O0018914,user_cancel,partial,125.52,card,processed,2025-03-22 20:46:00,2025-03-25 20:46:00
RF0000873,O0018944,restaurant_issue,partial,632.19,wallet,processed,2025-11-25 10:41:48,2025-11-28 10:41:48
RF0000874,O0018962,delay,partial,371.94,card!!!,processed,2025-05-24 05:35:56,2025-05-26 05:35:56
RF0000875,O0018979,restaurant_issue,partial,645.63,card,processed,2024-03-30 17:30:02,2024-03-31 17:30:02
RF0000876,O0019038,delay,partial,72.36,cash,pending,2022-08-03 04:41:48,2022-08-08 04:41:48
RF0000877,O0019059,restaurant_issue,partial,798.99,cash,processed,2023-12-08 13:46:38,2023-12-13 13:46:38
RF0000878,O0019079,restaurant_issue,partial,62.58,,processed!!!,2024-06-11 13:20:27,2024-06-14 13:20:27
RF0000879,O0019102,user_cancel,partial,310.23,wallet,processed,2024-04-26 03:30:37,2024-04-27 03:30:37
RF0000880,O0019145,delay,partial,655.13,upi,processed,2025-09-20 06:47:51,2025-09-25 06:47:51
RF0000881,O0019150,user_cancel,partial###,273.79,wallet,processed,2025-08-19 05:56:31,2025-08-22 05:56:31
RF0000882,O0019152,restaurant_issue,partial,348.29,wallet,processed,2022-10-06 11:40:00,2022-10-11 11:40:00
RF0000883,O0019160,user_cancel,partial,992.76,cash,processed,2025-03-10 14:39:02,2025-03-14 14:39:02
RF0000884,O0019174,user_cancel,full,1066.0,upi,processed,2025-11-06 13:45:49,2025-11-08 13:45:49
RF0000885,O0019181,delay,partial,584.57,card,processed,2025-04-29 19:06:10,2025-05-01 19:06:10
RF0000886,O0019192,delay,partial,736.65,card!!!,processed,,2025-01-23 08:02:05
RF0000887,O0019201,delay,partial,153.69,upi,failed,2022-10-17 18:05:51,2022-10-21 18:05:51
RF0000888,O0019267,user_cancel,partial,603.67,upi!!!,processed,2024-09-20 08:34:14,2024-09-25 08:34:14
RF0000889,O0019296,restaurant_issue,full,1674.0,wallet,processed,2025-01-17 10:53:44,2025-01-21 10:53:44
RF0000890,O0019345,user_cancel,full,1538.0,wallet,failed,2025-08-25 07:30:29,2025-08-27 07:30:29
RF0000891,O0019376,delay,full,1647.0,wallet,processed!!!,2025-09-16 06:51:59,2025-09-19 06:51:59
RF0000892,O0019397,restaurant_issue,partial,350.64,wallet,pending,2024-09-18 22:12:06,2024-09-23 22:12:06
RF0000893,O0019413,user_cancel,partial,365.71,upi,processed,2025-10-22 14:37:32,2025-10-26 14:37:32
RF0000894,O0019443,user_cancel,full,996.0,wallet,processed,2024-05-10 13:05:16,2024-05-14 13:05:16
RF0000895,O0019448,restaurant_issue,partial,214.36,wallet,processed,2024-07-13 01:18:17,2024-07-17 01:18:17
RF0000896,O0019476,user_cancel ,partial,296.65,upi,processed,2025-11-25 20:56:54,2025-11-29 20:56:54
RF0000897,O0019480,delay,full,861.0,upi,processed,2024-06-07 11:06:57,2024-06-08 11:06:57
RF0000898,O0019531,user_cancel,full,526.0,upi,processed,2022-05-19 17:09:41,2022-05-22 17:09:41
RF0000899,O0019542,user_cancel,full,510.0,upi,processed,2022-10-30 11:25:26,2022-11-02 11:25:26
RF0000900,O0019546,delay,partial###,364.11,wallet,processed,2025-04-04 00:14:47,2025-04-08 00:14:47
RF0000901,O0019547,delay,partial,476.81,wallet,processed,2022-09-11 08:02:47,2022-09-16 08:02:47
RF0000902,O0019556,delay,partial,868.14,wallet,pending,2025-04-18 10:16:00,2025-04-23 10:16:00
RF0000903,O0019559,user_cancel,partial,240.69,wallet,processed,2025-12-15 16:41:04,2025-12-18 16:41:04
RF0000904,O0019582,restaurant_issue,partial,422.85,upi,processed,2022-12-06 18:13:24,2022-12-09 18:13:24
RF0000905,O0019613,user_cancel,full,1049.0,card,processed,2024-07-17 05:13:20,2024-07-21 05:13:20
RF0000906,O0019640,delay,partial,1084.68,upi,processed,2024-12-08 16:18:30,2024-12-13 16:18:30
RF0000907,O0019649,restaurant_issue,full,650.0,card,processed,2025-03-01 21:55:54,2025-03-05 21:55:54
RF0000908,O0019710,restaurant_issue,partial,176.99,cash,processed,2023-07-04 21:18:58,2023-07-05 21:18:58
RF0000909,O0019723,user_cancel,partial,881.75,cash,processed,2025-04-03 10:16:52,2025-04-05 10:16:52
RF0000910,O0019726,restaurant_issue,partial,246.61,wallet,processed,2025-07-29 03:24:52,2025-08-01 03:24:52
RF0000911,O0019759,delay,partial,724.5,wallet,processed,2024-11-23 05:06:40,2024-11-28 05:06:40
RF0000912,O0019770,delay,partial,401.07,cash,processed,2025-02-20 14:13:48,2025-02-22 14:13:48
RF0000913,O0019771,user_cancel,partial,1280.63,cash,processed,2025-05-22 13:51:31,2025-05-24 13:51:31
RF0000914,O0019774,restaurant_issue,partial,396.35,upi,failed,2024-01-27 20:59:52,2024-02-01 20:59:52
RF0000915,O0019789,restaurant_issue,partial,480.53,cash,processed,2021-10-30 22:16:28,2021-11-01 22:16:28
RF0000916,O0019906,delay,partial,332.99,upi,processed,2024-02-10 03:21:39,2024-02-12 03:21:39
RF0000917,O0019939,user_cancel,partial,722.09,cash,processed,2025-07-06 10:58:12,2025-07-10 10:58:12
RF0000918,O0019961,user_cancel,full,548.0,card,pending,2025-12-21 04:05:20,2025-12-23 04:05:20
RF0000919,O0019998,delay ,full,2252.0,upi,processed,2024-03-13 03:43:43,2024-03-17 03:43:43
RF0000920,O0020009,restaurant_issue,partial,434.53,upi,processed,2025-01-21 04:37:11,2025-01-22 04:37:11
RF0000921,O0020037,restaurant_issue,partial,408.26,cash,processed,2024-02-14 12:43:52,2024-02-18 12:43:52
RF0000922,O0020039,delay,full,774.0,wallet,processed,2025-08-29 05:52:54,2025-09-01 05:52:54
RF0000923,O0020048,delay,partial,636.29,card,processed,2025-09-02 17:25:50,2025-09-03 17:25:50
RF0000924,O0020153,user_cancel,partial,130.36,wallet,failed,2025-08-14 05:03:41,2025-08-17 05:03:41
RF0000925,O0020161,delay,partial,452.39,upi,processed,2025-04-02 04:14:03,2025-04-05 04:14:03
RF0000926,O0020174,user_cancel,partial,582.74,wallet,processed,2025-09-17 09:03:32,2025-09-22 09:03:32
RF0000927,O0020181,delay,full,708.0,wallet,processed,2021-01-16 03:16:53,2021-01-17 03:16:53
RF0000928,O0020201,restaurant_issue,partial,748.54,upi,processed,2023-12-05 17:40:25,2023-12-08 17:40:25
RF0000929,O0020231,delay,partial,132.94,cash,processed,2025-09-20 03:22:02,2025-09-23 03:22:02
RF0000930,O0020249,user_cancel,full,952.0,wallet,processed,2023-05-11 23:25:39,2023-05-15 23:25:39
RF0000931,O0020269,user_cancel,partial,583.93,card,processed,2023-12-04 03:40:58,2023-12-09 03:40:58
RF0000932,O0020305,delay,full,261.0,cash,processed,2024-07-22 17:01:49,2024-07-27 17:01:49
RF0000933,O0020307,delay,partial,725.63,cash,processed,2025-08-25 21:17:38,2025-08-27 21:17:38
RF0000934,O0020339,restaurant_issue,partial,641.55,cash,processed,2025-03-06 05:37:00,2025-03-10 05:37:00
RF0000935,O0020342,restaurant_issue,full,-1.0,upi,processed,2024-09-25 10:23:11,2024-09-30 10:23:11
RF0000936,O0020345,restaurant_issue ,partial,850.12,wallet,processed,2025-06-12 10:44:15,2025-06-17 10:44:15
RF0000937,O0020349,restaurant_issue,partial,1011.78,card,pending,2025-12-04 06:40:35,2025-12-07 06:40:35
RF0000938,O0020378,restaurant_issue,full,712.0,wallet,processed,2024-08-05 16:54:57,2024-08-09 16:54:57
RF0000939,O0020412,user_cancel,full,1476.0,cash,processed,2025-10-02 17:57:49,2025-10-05 17:57:49
RF0000940,O0020446,delay,partial,171.46,upi,processed,2025-01-15 02:16:38,2025-01-19 02:16:38
RF0000941,O0020453,restaurant_issue,full,1520.0,wallet,processed,2025-09-27 13:49:14,2025-09-29 13:49:14
RF0000942,O0020489,delay,partial,795.26,wallet,processed,2025-04-30 12:58:16,2025-05-01 12:58:16
RF0000943,O0020553,user_cancel,partial,243.31,cash,processed!!!,2025-09-09 04:22:12,2025-09-12 04:22:12
RF0000944,O0020584,user_cancel,partial,461.44,cash!!!,processed,2025-02-14 21:54:58,2025-02-16 21:54:58
RF0000945,O0020601,restaurant_issue,partial,795.63,upi,processed,2025-03-16 04:46:03,2025-03-21 04:46:03
RF0000946,O0020624,user_cancel,partial,381.55,cash,processed!!!,2025-12-04 08:54:32,2025-12-05 08:54:32
RF0000947,O0020638,delay,full,436.0,upi,processed,2025-12-24 19:32:49,2025-12-28 19:32:49
RF0000948,O0020668,restaurant_issue,full,1794.0,card,processed,2025-01-10 14:20:17,2025-01-15 14:20:17
RF0000949,O0020669,user_cancel,full,914.0,wallet,processed!!!,2023-10-25 15:00:18,2023-10-30 15:00:18
RF0000950,O0020685,delay,full,381.0,,processed!!!,2025-11-08 19:04:08,2025-11-13 19:04:08
RF0000951,O0020693,restaurant_issue,partial###,1293.27,card,processed,2024-10-02 09:35:16,2024-10-03 09:35:16
RF0000952,O0020694,restaurant_issue,partial,441.34,upi,processed!!!,2025-09-26 11:48:17,2025-09-28 11:48:17
RF0000953,O0020701,user_cancel,partial,177.55,cash,processed,2024-08-28 08:41:45,2024-09-02 08:41:45
RF0000954,O0020750,user_cancel,partial,570.23,wallet,processed,2024-04-26 13:13:41,2024-04-30 13:13:41
RF0000955,O0020771,delay,partial,180.64,cash,processed,,2024-05-10 23:19:26
RF0000956,O0020773,user_cancel ,partial,60.48,card,processed,2025-05-19 15:48:19,2025-05-22 15:48:19
RF0000957,O0020778,user_cancel,partial,572.21,cash,processed,2024-06-20 08:03:13,2024-06-21 08:03:13
RF0000958,O0020793,delay,full,219.0,upi,processed,2024-07-05 04:27:43,2024-07-07 04:27:43
RF0000959,O0020800,restaurant_issue,full,403.0,upi,pending,2023-11-25 19:15:30,2023-11-26 19:15:30
RF0000960,O0020806,user_cancel,partial,344.62,wallet,processed,2023-04-06 20:55:38,2023-04-07 20:55:38
RF0000961,O0020809,restaurant_issue,partial,774.03,cash,processed!!!,2024-03-23 02:50:44,2024-03-28 02:50:44
RF0000962,O0020835,user_cancel,partial,118.26,cash,processed,2025-07-13 14:04:17,2025-07-14 14:04:17
RF0000963,O0020858,restaurant_issue,partial,403.77,upi,processed,2021-11-24 22:05:17,2021-11-25 22:05:17
RF0000964,O0020869,user_cancel,partial,220.04,wallet,processed,2025-03-04 02:02:25,2025-03-07 02:02:25
RF0000965,O0020882,delay,partial,365.6,upi,processed,2021-06-10 19:16:56,2021-06-14 19:16:56
RF0000966,O0020883,delay,full,-1.0,card,processed,2025-05-23 19:53:06,2025-05-26 19:53:06
RF0000967,O0020893,restaurant_issue,partial,429.44,wallet,processed,2024-10-21 17:25:49,2024-10-22 17:25:49
RF0000968,O0020913,user_cancel,full,734.0,card,processed,2025-09-16 17:21:58,2025-09-17 17:21:58
RF0000969,O0020922,restaurant_issue,partial,684.34,card,processed,2024-06-03 10:19:11,2024-06-05 10:19:11
RF0000970,O0020930,restaurant_issue,partial,598.9,,processed,2024-12-19 15:15:53,2024-12-24 15:15:53
RF0000971,O0020931,delay,partial,185.38,upi,processed!!!,2024-07-09 10:47:25,2024-07-14 10:47:25
RF0000972,O0020951,user_cancel,partial,282.36,wallet,processed,2024-02-09 15:48:20,2024-02-11 15:48:20
RF0000973,O0021032,delay,partial,485.76,wallet,processed,2025-12-03 03:25:26,2025-12-06 03:25:26
RF0000974,O0021107,delay,full,831.0,cash,processed,2024-05-21 19:59:13,2024-05-23 19:59:13
RF0000975,O0021147,delay,full,1186.0,cash,processed,2023-12-22 11:53:06,2023-12-24 11:53:06
RF0000976,O0021212,restaurant_issue,partial,-1.0,cash,pending,2025-11-19 07:39:57,2025-11-23 07:39:57
RF0000977,O0021218,restaurant_issue,partial,568.44,card,processed,2025-02-15 06:24:37,2025-02-20 06:24:37
RF0000978,O0021241,delay,full,742.0,cash,processed,2025-04-23 20:37:48,2025-04-28 20:37:48
RF0000979,O0021251,user_cancel,full,355.0,card,processed,2025-03-11 00:40:47,2025-03-12 00:40:47
RF0000980,O0021256,delay,partial,1251.04,upi,processed,2025-10-11 11:24:57,2025-10-16 11:24:57
RF0000981,O0021279,delay,partial,-1.0,card,processed,2023-09-20 13:16:51,2023-09-23 13:16:51
RF0000982,O0021336,delay,partial###,1028.1,upi,processed,2023-10-26 03:25:17,2023-10-30 03:25:17
RF0000983,O0021351,restaurant_issue,full,576.0,wallet,processed,2025-08-24 12:56:22,2025-08-29 12:56:22
RF0000984,O0021369,restaurant_issue ,full,617.0,wallet,processed,2025-12-09 07:10:53,2025-12-10 07:10:53
RF0000985,O0021376,user_cancel,full,514.0,card,pending,2023-06-08 01:11:51,2023-06-11 01:11:51
RF0000986,O0021388,delay,partial,836.69,upi,processed,2025-08-20 08:29:40,2025-08-22 08:29:40
RF0000987,O0021424,delay,partial,953.75,cash,processed,2024-06-28 06:19:00,2024-06-29 06:19:00
RF0000988,O0021453,user_cancel,partial,346.03,upi,processed,2023-03-21 00:33:50,2023-03-25 00:33:50
RF0000989,O0021457,restaurant_issue,full,627.0,cash,processed,2025-02-09 02:08:58,2025-02-12 02:08:58
RF0000990,O0021464,delay,full,611.0,cash,processed,2024-03-09 11:04:39,2024-03-11 11:04:39
RF0000991,O0021545,delay,partial,433.05,wallet,processed,2025-09-14 19:08:58,2025-09-17 19:08:58
RF0000992,O0021559,restaurant_issue,partial,562.23,wallet,processed,,2025-10-12 13:00:35
RF0000993,O0021573,restaurant_issue,partial,491.42,wallet,pending,2023-06-25 06:18:06,2023-06-27 06:18:06
RF0000994,O0021575,user_cancel,partial,281.11,upi,processed,2025-10-23 15:56:48,2025-10-28 15:56:48
RF0000995,O0021580,restaurant_issue,full,704.0,wallet,failed,2024-10-19 13:00:19,2024-10-20 13:00:19
RF0000996,O0021624,delay,partial,587.08,upi,processed,2023-07-21 10:50:37,2023-07-24 10:50:37
RF0000997,O0021662,delay,partial,900.5,wallet,processed,2024-10-08 23:36:30,2024-10-10 23:36:30
RF0000998,O0021664,delay,partial###,520.1,card,processed,2025-04-09 14:12:55,2025-04-11 14:12:55
RF0000999,O0021686,delay,partial,283.16,cash,processed,2023-01-29 11:43:51,2023-02-01 11:43:51
RF0001000,O0021701,delay,partial,672.33,wallet,processed,2022-07-01 11:09:58,2022-07-02 11:09:58
RF0001001,O0021735,restaurant_issue,partial,958.58,card,processed,2023-02-26 10:51:57,2023-03-03 10:51:57
RF0001002,O0021771,delay,full,963.0,wallet,processed,2025-02-15 12:13:51,2025-02-17 12:13:51
RF0001003,O0021783,user_cancel,full,-1.0,wallet,processed,2025-06-25 17:39:02,2025-06-26 17:39:02
RF0001004,O0021799,user_cancel,partial,242.96,upi,processed,2025-05-21 03:46:34,2025-05-26 03:46:34
RF0001005,O0021808,user_cancel,partial,1082.54,upi,processed,2024-07-19 04:55:58,2024-07-24 04:55:58
